name	loc_col
Ballyellin House	(0, 16, 'LOC')
Knockmanus House	(0, 16, 'LOC')
Clowater House	(0, 14, 'LOC')
Kilgraney House	(0, 15, 'LOC')
Corries Cross Roads	(0, 19, 'LOC')
Flander’s Cross Roads	(0, 21, 'LOC')
Drumfea	(0, 7, 'LOC')
Aghabeg	(0, 7, 'LOC')
The Black Banks	(0, 15, 'LOC')
The Nine Stones	(0, 15, 'LOC')
Burren Bridge	(0, 13, 'LOC')
Bennett’s Quarter	(0, 17, 'LOC')
Knockdramagh Bridge	(0, 19, 'LOC')
Lorum	(0, 5, 'LOC')
Glannahary House	(0, 16, 'LOC')
Knockclonagad	(0, 13, 'LOC')
Garryhill House	(0, 15, 'LOC')
Sheean	(0, 6, 'LOC')
Straduff	(0, 8, 'LOC')
Ballinrush House	(0, 16, 'LOC')
Scratoe	(0, 7, 'LOC')
Cranemore House	(0, 15, 'LOC')
Cranemore	(0, 9, 'LOC')
Kilbrannish Hill	(0, 16, 'LOC')
John’s Hill	(0, 11, 'LOC')
Ravenswood House	(0, 16, 'LOC')
Craan	(0, 5, 'LOC')
Killanure	(0, 9, 'LOC')
Glasacken	(0, 9, 'LOC')
Ballyprecas	(0, 11, 'LOC')
Kilmyshall	(0, 10, 'LOC')
Clohamon House	(0, 14, 'LOC')
Ballynastraw Cottage	(0, 20, 'LOC')
Reddy’s Cross Roads	(0, 19, 'LOC')
Fenniscourt	(0, 11, 'LOC')
Closutton	(0, 9, 'LOC')
Killinane House	(0, 15, 'LOC')
Bannagagole	(0, 11, 'LOC')
Milebush Cross Roads	(0, 20, 'LOC')
Tomnasock	(0, 9, 'LOC')
Farranatreney	(0, 13, 'LOC')
Burgage House	(0, 13, 'LOC')
Knocknabranagh	(0, 14, 'LOC')
Ridge	(0, 5, 'LOC')
Parknakyle	(0, 10, 'LOC')
Johnduffswood	(0, 13, 'LOC')
Seskin Upper	(0, 12, 'LOC')
Cranaronane	(0, 11, 'LOC')
Seskin Lower	(0, 12, 'LOC')
The Butts	(0, 9, 'LOC')
Rathvinden	(0, 10, 'LOC')
Coolnakisha House	(0, 17, 'LOC')
Rathernan Bridge	(0, 16, 'LOC')
Black Bridge	(0, 12, 'LOC')
Gallows Hill	(0, 12, 'LOC')
Agharue	(0, 7, 'LOC')
Tomara	(0, 6, 'LOC')
Cramlusky	(0, 9, 'LOC')
Boolyvannanan	(0, 13, 'LOC')
Red Bog	(0, 7, 'LOC')
High Park House	(0, 15, 'LOC')
Ballinabranagh	(0, 14, 'LOC')
Craan House	(0, 11, 'LOC')
Baunrce Wood	(0, 12, 'LOC')
Orchard Bridge	(0, 14, 'LOC')
Rathwade House	(0, 14, 'LOC')
Rathellin	(0, 9, 'LOC')
Philip Street	(0, 13, 'LOC')
Carrig Beg	(0, 10, 'LOC')
Swinn Cross Roads	(0, 17, 'LOC')
Ballaghaderren	(0, 14, 'LOC')
Fenagh House	(0, 12, 'LOC')
Eastwood	(0, 8, 'LOC')
Rathedan Cross Roads	(0, 20, 'LOC')
Kildreenagh	(0, 11, 'LOC')
Clonburren House	(0, 16, 'LOC')
Ullard Bridge	(0, 13, 'LOC')
Tailor’s Cross Roads	(0, 20, 'LOC')
Kilconner	(0, 9, 'LOC')
Kilconner House	(0, 15, 'LOC')
Shangarry Cross Roads	(0, 21, 'LOC')
Ballaghmore Cross Roads	(0, 23, 'LOC')
Cappagh Cross Roads	(0, 19, 'LOC')
Hooper’s Cross Roads	(0, 20, 'LOC')
Jane Ville	(0, 10, 'LOC')
Clonegah	(0, 8, 'LOC')
Ballybrommell	(0, 13, 'LOC')
Cloneen Bridge	(0, 14, 'LOC')
Ballytarsha Cross Roads	(0, 23, 'LOC')
Knockthomas House	(0, 17, 'LOC')
Ballyrvan	(0, 9, 'LOC')
Fighting Cooks Cross Roads	(0, 26, 'LOC')
Tomard	(0, 6, 'LOC')
Cloghrustick	(0, 12, 'LOC')
Milford Mills	(0, 13, 'LOC')
Ballybannon	(0, 11, 'LOC')
Fonthill House	(0, 14, 'LOC')
Raheendoran	(0, 11, 'LOC')
Cloghna	(0, 7, 'LOC')
Clonmelsh House	(0, 15, 'LOC')
Garryhundon House	(0, 17, 'LOC')
Ballylog Castle	(0, 15, 'LOC')
Ballybolger House	(0, 17, 'LOC')
Ballybar House	(0, 14, 'LOC')
Linkardstown House	(0, 18, 'LOC')
Graigue Hill	(0, 12, 'LOC')
Kilbrickan House	(0, 16, 'LOC')
Killan Bridge	(0, 13, 'LOC')
Raheenkillane	(0, 13, 'LOC')
Ballyveal	(0, 9, 'LOC')
Kilknock House	(0, 14, 'LOC')
Tinnaclash House	(0, 16, 'LOC')
Kellistown Cross Roads	(0, 22, 'LOC')
Graiguenaspiddoge	(0, 17, 'LOC')
Gilbertstown House	(0, 18, 'LOC')
Rathrash House	(0, 14, 'LOC')
Tinriland House	(0, 15, 'LOC')
Bagenal’s Arms Cross Roads	(0, 26, 'LOC')
Tinnepark House	(0, 15, 'LOC')
Ratherogue House	(0, 16, 'LOC')
Kilmeany House	(0, 14, 'LOC')
Quinagh	(0, 7, 'LOC')
Erindale	(0, 8, 'LOC')
Ballinacarrig	(0, 13, 'LOC')
Ballinacarrig Bridge	(0, 20, 'LOC')
Springfield House	(0, 17, 'LOC')
Kellistown House	(0, 16, 'LOC')
Fairlylawn House	(0, 16, 'LOC')
Aghwater House	(0, 14, 'LOC')
Bennekerry Lodge	(0, 16, 'LOC')
Sion Cottage	(0, 12, 'LOC')
Moanamanagh	(0, 11, 'LOC')
Clashavey River	(0, 15, 'LOC')
Ballykeenan House	(0, 17, 'LOC')
Sherwood	(0, 8, 'LOC')
Raheenbawn	(0, 10, 'LOC')
Ballon Hill	(0, 11, 'LOC')
Larah House	(0, 11, 'LOC')
Ballykealey House	(0, 17, 'LOC')
Closh Cross Roads	(0, 17, 'LOC')
Sherwood Park	(0, 13, 'LOC')
Altamont House	(0, 14, 'LOC')
Larchville Commons	(0, 18, 'LOC')
Cunaberry	(0, 9, 'LOC')
Bang Up Corner	(0, 14, 'LOC')
Sandybrook House	(0, 16, 'LOC')
Ballinadrum	(0, 11, 'LOC')
Rathrush House	(0, 14, 'LOC')
Aghade	(0, 6, 'LOC')
Ratheeragh	(0, 10, 'LOC')
Aghade Bridge	(0, 13, 'LOC')
Ardattin	(0, 8, 'LOC')
Carrickslaney	(0, 13, 'LOC')
Caledon House	(0, 13, 'LOC')
Broomville House	(0, 16, 'LOC')
Monaughrim	(0, 10, 'LOC')
Kilcurry Bridge	(0, 15, 'LOC')
Kilcarry	(0, 8, 'LOC')
Clongarran	(0, 10, 'LOC')
Sandhill House	(0, 14, 'LOC')
Monaughrun Cross Roads	(0, 22, 'LOC')
Moylisha Lodge	(0, 14, 'LOC')
Urelands House	(0, 14, 'LOC')
Moylisha	(0, 8, 'LOC')
Thornhill House	(0, 15, 'LOC')
Ashlane Cross Roads	(0, 19, 'LOC')
Urgllin Glebe	(0, 13, 'LOC')
Ruthland House	(0, 14, 'LOC')
Ballylennon Cross Roads	(0, 23, 'LOC')
Friarstown House	(0, 16, 'LOC')
Pollerton	(0, 9, 'LOC')
Chapelstown	(0, 11, 'LOC')
Knocknagee Cross Roads	(0, 22, 'LOC')
Aghanure	(0, 8, 'LOC')
Gotham Bridge	(0, 13, 'LOC')
Dunmanoge	(0, 9, 'LOC')
Newtown Bridge	(0, 14, 'LOC')
Crooket House	(0, 13, 'LOC')
Newtownallen	(0, 12, 'LOC')
Ballaghmoon	(0, 11, 'LOC')
Johnstown South	(0, 15, 'LOC')
Prumplestown House	(0, 18, 'LOC')
Gorteen Bridge	(0, 14, 'LOC')
Parsonsbridge	(0, 13, 'LOC')
Barnhill House	(0, 14, 'LOC')
Ballyburn	(0, 9, 'LOC')
Ballyhade	(0, 9, 'LOC')
Knocknacree Cross Roads	(0, 23, 'LOC')
Bigbog	(0, 6, 'LOC')
Coltstown House	(0, 15, 'LOC')
Knockfield House	(0, 16, 'LOC')
Knockshannagh	(0, 13, 'LOC')
Sunday Well	(0, 11, 'LOC')
Phillipstown Manor	(0, 18, 'LOC')
Kineagh	(0, 7, 'LOC')
Ballyhacket	(0, 11, 'LOC')
Ballyhacket Cross Roads	(0, 23, 'LOC')
Straboe	(0, 7, 'LOC')
Kilcrrig Cross Roads	(0, 20, 'LOC')
Friarstown Bridge	(0, 17, 'LOC')
Raheenadav	(0, 10, 'LOC')
Cromwellsford House	(0, 19, 'LOC')
Garrettstown House	(0, 18, 'LOC')
Beechy Park	(0, 11, 'LOC')
Cuckoo Corner	(0, 13, 'LOC')
Moatabower Bridge	(0, 17, 'LOC')
Tuckamine	(0, 9, 'LOC')
Laurel Lodge	(0, 12, 'LOC')
Ballybit Cross Roads	(0, 20, 'LOC')
Ballyoliver	(0, 11, 'LOC')
Knocknagann House	(0, 17, 'LOC')
Knocklishen Beg	(0, 15, 'LOC')
Knockevagh	(0, 10, 'LOC')
Barnhill	(0, 8, 'LOC')
Knocklishen More	(0, 16, 'LOC')
Saulsford Bridge	(0, 16, 'LOC')
Brownbog	(0, 8, 'LOC')
Haroldstown	(0, 11, 'LOC')
Aeaun Bridge	(0, 12, 'LOC')
Vermount	(0, 8, 'LOC')
Constable Hill	(0, 14, 'LOC')
Duffery	(0, 7, 'LOC')
Tombeagh	(0, 8, 'LOC')
Baunogephlure	(0, 13, 'LOC')
Rathtoe House	(0, 13, 'LOC')
Parochial House	(0, 15, 'LOC')
Rathtoe	(0, 7, 'LOC')
Moatalusha House	(0, 16, 'LOC')
Rathnashannagh	(0, 14, 'LOC')
Cannonsquarter	(0, 14, 'LOC')
Grangeford	(0, 10, 'LOC')
Roscat	(0, 6, 'LOC')
Rathbaun	(0, 8, 'LOC')
Aghalona River	(0, 14, 'LOC')
Burnsgrove House	(0, 16, 'LOC')
Ballymurphy House	(0, 17, 'LOC')
Beaumont House	(0, 14, 'LOC')
Mountwolseley House	(0, 19, 'LOC')
Saint Austins Abbey	(0, 19, 'LOC')
Tullowphelim	(0, 12, 'LOC')
Tullow Hill	(0, 11, 'LOC')
Grange Park	(0, 11, 'LOC')
Mountwalseley	(0, 13, 'LOC')
The Grange	(0, 10, 'LOC')
Rathlyon	(0, 8, 'LOC')
Tobinstown House	(0, 16, 'LOC')
Paulville House	(0, 15, 'LOC')
Tankardstown Cross Roads	(0, 24, 'LOC')
Rathglass Bridge	(0, 16, 'LOC')
Ardoyne Lodge	(0, 13, 'LOC')
Money Bridge	(0, 12, 'LOC')
Darcy’s Cross Roads	(0, 19, 'LOC')
Knockloe Bridge	(0, 15, 'LOC')
Tulloweldy	(0, 10, 'LOC')
Killinure Bridge	(0, 16, 'LOC')
Crab Lane Cross Roads	(0, 21, 'LOC')
The Hall	(0, 8, 'LOC')
Aghow	(0, 5, 'LOC')
Liscolman House	(0, 15, 'LOC')
Aghinree Bridge	(0, 15, 'LOC')
Lumecloon	(0, 9, 'LOC')
Gowle House	(0, 11, 'LOC')
Ballyshane House	(0, 16, 'LOC')
Rathgall	(0, 8, 'LOC')
Knockballystine Cross Roads	(0, 27, 'LOC')
Mount Lucas	(0, 11, 'LOC')
Gibbet Hill	(0, 11, 'LOC')
Pullinstown Big	(0, 15, 'LOC')
Lambstown	(0, 9, 'LOC')
Corlican	(0, 8, 'LOC')
Ballyhoge	(0, 9, 'LOC')
Tinnakilla	(0, 10, 'LOC')
Brookhill House	(0, 15, 'LOC')
The Deeps	(0, 9, 'LOC')
Kings Island	(0, 12, 'LOC')
Tincoon	(0, 7, 'LOC')
Staney Lodge	(0, 12, 'LOC')
Ballynaslaney	(0, 13, 'LOC')
Coolnaboy	(0, 9, 'LOC')
Garrycleary	(0, 11, 'LOC')
Monmore	(0, 7, 'LOC')
Crory	(0, 5, 'LOC')
Larken	(0, 6, 'LOC')
Coolaknick	(0, 10, 'LOC')
Coolteige Hill	(0, 14, 'LOC')
Ballyrannel	(0, 11, 'LOC')
Rochfort House	(0, 14, 'LOC')
Craunroe	(0, 8, 'LOC')
Borrmount House	(0, 15, 'LOC')
Ballybanoge	(0, 11, 'LOC')
Dunanore	(0, 8, 'LOC')
Sweettarm House	(0, 15, 'LOC')
Moufin	(0, 6, 'LOC')
Darby Gap	(0, 9, 'LOC')
Mye Cross Roads	(0, 15, 'LOC')
Ballycourry	(0, 11, 'LOC')
Cretoge	(0, 7, 'LOC')
Knockinarshat Cross Roads	(0, 25, 'LOC')
Bloomfield	(0, 10, 'LOC')
Daphey Castle	(0, 13, 'LOC')
Cherryorchard Bridge	(0, 20, 'LOC')
Milehouse	(0, 9, 'LOC')
Killagoley	(0, 10, 'LOC')
Blackstoops House	(0, 17, 'LOC')
Auglinagalley House	(0, 19, 'LOC')
Cooladine	(0, 9, 'LOC')
Cooladine Cross Roads	(0, 21, 'LOC')
Clonhasten Cross Roads	(0, 22, 'LOC')
Artramon House	(0, 14, 'LOC')
Ballyhoggan	(0, 11, 'LOC')
Ardcolm	(0, 7, 'LOC')
Garrygibbon	(0, 11, 'LOC')
Ballinamorragh	(0, 14, 'LOC')
Ballymartin Cross Roads	(0, 23, 'LOC')
Ballyhow Middle	(0, 15, 'LOC')
Glenbough	(0, 9, 'LOC')
Coolrainey	(0, 10, 'LOC')
Curracloe	(0, 9, 'LOC')
Ballinrooaun Lodge	(0, 18, 'LOC')
Ballyvallooo	(0, 12, 'LOC')
Turkyle	(0, 7, 'LOC')
Conicar Hill	(0, 12, 'LOC')
Mullanagower	(0, 12, 'LOC')
Bentley Cottage	(0, 15, 'LOC')
Ballinesker	(0, 11, 'LOC')
Cooneys Cross Roads	(0, 19, 'LOC')
Garryvadden	(0, 11, 'LOC')
Blackwater River	(0, 16, 'LOC')
Crosslaghroe Cross Roads	(0, 24, 'LOC')
Rockery Lodge	(0, 13, 'LOC')
Garryntaulagh	(0, 13, 'LOC')
Curelogh	(0, 8, 'LOC')
Knocknovey	(0, 10, 'LOC')
Ballykelly	(0, 10, 'LOC')
Ballylucas	(0, 10, 'LOC')
Ballynastraw	(0, 12, 'LOC')
Oulartleigh	(0, 11, 'LOC')
Kilpierce	(0, 9, 'LOC')
Granias Cross Roads	(0, 19, 'LOC')
Glennagark	(0, 10, 'LOC')
Slievenagorra Hill	(0, 18, 'LOC')
Bolaboy	(0, 7, 'LOC')
Cush Gap	(0, 8, 'LOC')
Ballyconnigar Upper	(0, 19, 'LOC')
Castle Talbot	(0, 13, 'LOC')
Knocknasilloge	(0, 14, 'LOC')
Ballycodrane	(0, 12, 'LOC')
Ballynellard	(0, 12, 'LOC')
Aughanall River	(0, 15, 'LOC')
Ballingowan	(0, 11, 'LOC')
Kilnew	(0, 6, 'LOC')
Killincooly	(0, 11, 'LOC')
Taberlomina Cross Roads	(0, 23, 'LOC')
Courtclogh	(0, 10, 'LOC')
Castleellis	(0, 11, 'LOC')
Ballytarsna Cross Roads	(0, 23, 'LOC')
Killagawan	(0, 10, 'LOC')
Kilcannon	(0, 9, 'LOC')
Clolourish	(0, 10, 'LOC')
Ballyovril	(0, 10, 'LOC')
Bunn Bridge	(0, 11, 'LOC')
Killabeg House	(0, 14, 'LOC')
Crane	(0, 5, 'LOC')
Tomsallagh House	(0, 16, 'LOC')
Tinnacross Cross Roads	(0, 22, 'LOC')
Ballysinon	(0, 10, 'LOC')
Monagear	(0, 8, 'LOC')
Scarawalsh Bridge	(0, 17, 'LOC')
Oulartard	(0, 9, 'LOC')
Clondaw	(0, 7, 'LOC')
Ballincash	(0, 10, 'LOC')
Oulartwick	(0, 10, 'LOC')
Kilcormick	(0, 10, 'LOC')
Garrybrit	(0, 9, 'LOC')
Ballinroad	(0, 10, 'LOC')
Raheenduff Cross Roads	(0, 22, 'LOC')
Ballyorley	(0, 10, 'LOC')
Glenranny	(0, 9, 'LOC')
Kilnamanagh	(0, 11, 'LOC')
Ballyhabbock	(0, 12, 'LOC')
Ballinlow	(0, 9, 'LOC')
Ballygortin	(0, 11, 'LOC')
Crandaniel	(0, 10, 'LOC')
Ballyedmond	(0, 11, 'LOC')
Litterberg House	(0, 16, 'LOC')
Clone West	(0, 10, 'LOC')
Raheenlusk	(0, 10, 'LOC')
Tinnacree	(0, 9, 'LOC')
Ballinoulart	(0, 12, 'LOC')
Ballylurkin	(0, 11, 'LOC')
Ballyedmond River	(0, 17, 'LOC')
Merrion Lodge	(0, 13, 'LOC')
Peppard’s Castle	(0, 16, 'LOC')
Clonganny House	(0, 15, 'LOC')
Ballinastraw House	(0, 18, 'LOC')
Old Bawn	(0, 8, 'LOC')
Cahore House	(0, 12, 'LOC')
Curratubbin Cross Roads	(0, 23, 'LOC')
Ballyoughna Cross Roads	(0, 23, 'LOC')
Ballinagam Cross Roads	(0, 22, 'LOC')
The Little Crosses	(0, 18, 'LOC')
Ballinadrummin	(0, 14, 'LOC')
Parknashoge	(0, 11, 'LOC')
Glascarrig Point	(0, 16, 'LOC')
Clone Cross Roads	(0, 17, 'LOC')
Buffer’s Alley Cross Roads	(0, 26, 'LOC')
Tomnaboley	(0, 10, 'LOC')
Ballyorley House	(0, 16, 'LOC')
Monagreany	(0, 10, 'LOC')
Mounthoward Cross Roads	(0, 23, 'LOC')
Kilcorkey	(0, 9, 'LOC')
Boldereen Cross Roads	(0, 21, 'LOC')
Myaugh	(0, 6, 'LOC')
Glen Village	(0, 12, 'LOC')
Clone	(0, 5, 'LOC')
Coolatore	(0, 9, 'LOC')
Ballyhaddock	(0, 12, 'LOC')
Kilcasey	(0, 8, 'LOC')
Dornan’s Bridge	(0, 15, 'LOC')
Tincarry Cottage	(0, 16, 'LOC')
Tinkerstown Cross Roads	(0, 23, 'LOC')
Mountfin House	(0, 14, 'LOC')
Corah	(0, 5, 'LOC')
Curraduff Cross Roads	(0, 21, 'LOC')
Ballyandrew Cross Roads	(0, 23, 'LOC')
Kilthomas Cross Roads	(0, 21, 'LOC')
Kiltown	(0, 7, 'LOC')
Broadford Bridge	(0, 16, 'LOC')
Saint Edans	(0, 11, 'LOC')
Graun	(0, 5, 'LOC')
Moneydurtlow	(0, 12, 'LOC')
Oldtown Cross Roads	(0, 19, 'LOC')
Bull Ring	(0, 9, 'LOC')
Bull Ring Cross Roads	(0, 21, 'LOC')
Ballyroebuck	(0, 12, 'LOC')
Askinamoe	(0, 9, 'LOC')
Aiden’s Cross Roads	(0, 19, 'LOC')
Boley Cross Roads	(0, 17, 'LOC')
White Wood	(0, 10, 'LOC')
Ballinamona	(0, 11, 'LOC')
Ballinclay House	(0, 16, 'LOC')
Bay Cottage	(0, 11, 'LOC')
Kilcloran	(0, 9, 'LOC')
Bolinaspick	(0, 11, 'LOC')
Monasootagh	(0, 11, 'LOC')
Borris Castle	(0, 13, 'LOC')
Bolinahaney	(0, 11, 'LOC')
Knocknalour Cross Roads	(0, 23, 'LOC')
Bolinrush	(0, 9, 'LOC')
Strahart	(0, 8, 'LOC')
Dunishal House	(0, 14, 'LOC')
Slievegower	(0, 11, 'LOC')
Carrigbeg	(0, 9, 'LOC')
Island Bridge	(0, 13, 'LOC')
Ballinclare House	(0, 17, 'LOC')
Ballinacoola	(0, 12, 'LOC')
Clologe	(0, 7, 'LOC')
Norris Mount	(0, 12, 'LOC')
Kilnahue House	(0, 14, 'LOC')
Glandoran House	(0, 15, 'LOC')
Moneylawn Cottage	(0, 17, 'LOC')
Brackan River	(0, 13, 'LOC')
Gorey Hill	(0, 10, 'LOC')
Farm Hill	(0, 9, 'LOC')
Barnadown House	(0, 15, 'LOC')
Mountforest House	(0, 17, 'LOC')
Boley Hill	(0, 10, 'LOC')
Ballytin	(0, 8, 'LOC')
Tomduff House	(0, 13, 'LOC')
Coolook Beg	(0, 11, 'LOC')
Primrose Cottage	(0, 16, 'LOC')
Ballylusk House	(0, 15, 'LOC')
Pollshane Cross Roads	(0, 21, 'LOC')
Askingarran	(0, 11, 'LOC')
Aughboy River	(0, 13, 'LOC')
Pollshone Head	(0, 14, 'LOC')
Boleany Cross Roads	(0, 19, 'LOC')
Ballycomclone	(0, 13, 'LOC')
Hartfield House	(0, 15, 'LOC')
Milmount House	(0, 14, 'LOC')
Carriganeagh Rock	(0, 17, 'LOC')
Banoge River	(0, 12, 'LOC')
Clonatin House	(0, 14, 'LOC')
Kildermot Cross Roads	(0, 21, 'LOC')
Kilmurry Cross Roads	(0, 20, 'LOC')
Ballinglin	(0, 10, 'LOC')
Cronellard	(0, 10, 'LOC')
Tomnahealy	(0, 10, 'LOC')
Ballylacy	(0, 9, 'LOC')
Cronecribbin	(0, 12, 'LOC')
Rivulet House	(0, 13, 'LOC')
Clonough Bridge	(0, 15, 'LOC')
Monagarrow	(0, 10, 'LOC')
Cloneranny	(0, 10, 'LOC')
Inch River	(0, 10, 'LOC')
Clonough River	(0, 14, 'LOC')
Saint Walerans	(0, 14, 'LOC')
Killynann	(0, 9, 'LOC')
Mount Saint Benedict	(0, 20, 'LOC')
Lyrane	(0, 6, 'LOC')
Keys Cross Roads	(0, 16, 'LOC')
Craanhill	(0, 9, 'LOC')
Mountneha Wood	(0, 14, 'LOC')
Bannview	(0, 8, 'LOC')
Coolnagloose House	(0, 18, 'LOC')
Killimerin	(0, 10, 'LOC')
Borleagh House	(0, 14, 'LOC')
Connahill	(0, 9, 'LOC')
Monbay	(0, 6, 'LOC')
Knockbrandon	(0, 12, 'LOC')
Ballyconran	(0, 11, 'LOC')
Castlewhite	(0, 11, 'LOC')
Clonamona Upper	(0, 15, 'LOC')
Lask River	(0, 10, 'LOC')
Raheenakit	(0, 10, 'LOC')
Park Lodge	(0, 10, 'LOC')
Raheengraney House	(0, 18, 'LOC')
Buoufield House	(0, 15, 'LOC')
Tombard	(0, 7, 'LOC')
Glennashouk	(0, 11, 'LOC')
Ballingate	(0, 10, 'LOC')
Ballingate Bridge	(0, 17, 'LOC')
Rose Ville	(0, 10, 'LOC')
Beech Mount	(0, 11, 'LOC')
Yewtree House	(0, 13, 'LOC')
Balisland House	(0, 15, 'LOC')
Ballard Cross Roads	(0, 19, 'LOC')
Tomacork	(0, 8, 'LOC')
Mine Bridge	(0, 11, 'LOC')
Ballyellis Cross Roads	(0, 22, 'LOC')
Umrygar House	(0, 13, 'LOC')
Kennystown	(0, 10, 'LOC')
Tomacork Barrack	(0, 16, 'LOC')
Paulbeg House	(0, 13, 'LOC')
Kilcavan Gap	(0, 12, 'LOC')
Ballyfarrell	(0, 12, 'LOC')
Buckstown House	(0, 15, 'LOC')
Ballyloughlin House	(0, 19, 'LOC')
Cummer	(0, 6, 'LOC')
Kiltillahan	(0, 11, 'LOC')
Toberpatrick	(0, 12, 'LOC')
Scarnagh Cross Roads	(0, 20, 'LOC')
Ballylarkin Bridge	(0, 18, 'LOC')
Saint Austins House	(0, 19, 'LOC')
Fortchester House	(0, 17, 'LOC')
Ashwood House	(0, 13, 'LOC')
Bounds Bridge	(0, 13, 'LOC')
Monale	(0, 6, 'LOC')
Croghan Bridge	(0, 14, 'LOC')
Mullaun	(0, 7, 'LOC')
Tinnabaun	(0, 9, 'LOC')
Pallis	(0, 6, 'LOC')
Pallis Bridge	(0, 13, 'LOC')
Clonroe Cross Roads	(0, 19, 'LOC')
Cummer Vale	(0, 11, 'LOC')
Hillview House	(0, 14, 'LOC')
Hillbrook	(0, 9, 'LOC')
Drumingall Wood	(0, 15, 'LOC')
Coolattin Park	(0, 14, 'LOC')
Mill Wood	(0, 9, 'LOC')
Tomnafinnoge Wood	(0, 17, 'LOC')
Quarry Street	(0, 13, 'LOC')
Cronelea House	(0, 14, 'LOC')
Mungacullin	(0, 11, 'LOC')
Ballynultagh	(0, 12, 'LOC')
Boley	(0, 5, 'LOC')
Lakeen	(0, 6, 'LOC')
Mullinacuff	(0, 11, 'LOC')
Laragh House	(0, 12, 'LOC')
Harris’s Hill	(0, 13, 'LOC')
Knockatomcoyle	(0, 14, 'LOC')
Muskeagh	(0, 8, 'LOC')
Ballyraheen House	(0, 17, 'LOC')
Forttown House	(0, 14, 'LOC')
Woodside House	(0, 14, 'LOC')
Ballykillane House	(0, 18, 'LOC')
Killalongford	(0, 13, 'LOC')
Ballinagilky House	(0, 18, 'LOC')
Croneskugh	(0, 10, 'LOC')
Portrushen	(0, 10, 'LOC')
Kibuacart House	(0, 15, 'LOC')
Borkill	(0, 7, 'LOC')
Ballykilmurry	(0, 13, 'LOC')
Rathnagrew	(0, 10, 'LOC')
Rathbane	(0, 8, 'LOC')
Rathduffmore	(0, 12, 'LOC')
Ardnaboy	(0, 8, 'LOC')
Knocknaboley	(0, 12, 'LOC')
Whiterock House	(0, 15, 'LOC')
Knocknagilky	(0, 12, 'LOC')
Knocknashamroge	(0, 15, 'LOC')
Ballymaghroe	(0, 12, 'LOC')
Rathshanmore	(0, 12, 'LOC')
Broomfield House	(0, 16, 'LOC')
Ballynamanoge	(0, 13, 'LOC')
Coolafimshoge	(0, 13, 'LOC')
Curravanish	(0, 11, 'LOC')
Garryhoe	(0, 8, 'LOC')
Corndog	(0, 7, 'LOC')
Slievemweel	(0, 11, 'LOC')
Ballyteige Bridge	(0, 17, 'LOC')
Ballycurragh Bridge	(0, 19, 'LOC')
Sheilstown	(0, 10, 'LOC')
Askanagap	(0, 9, 'LOC')
Rosahane	(0, 8, 'LOC')
Coolballintaggart Lodge	(0, 23, 'LOC')
Sheeanabeg	(0, 10, 'LOC')
Cratfield	(0, 9, 'LOC')
Ballymanus	(0, 10, 'LOC')
Preban	(0, 6, 'LOC')
Tomcoyle	(0, 8, 'LOC')
Askakeogh House	(0, 15, 'LOC')
Roddenagh	(0, 9, 'LOC')
Roddenagh Wood	(0, 14, 'LOC')
Ballinglen House	(0, 16, 'LOC')
Ballinglen	(0, 10, 'LOC')
Killicreny Bridge	(0, 17, 'LOC')
Mucklagh	(0, 8, 'LOC')
Tomnaskela River	(0, 16, 'LOC')
Kilpipe	(0, 7, 'LOC')
Coolalug House	(0, 14, 'LOC')
Coolalug Bridge	(0, 15, 'LOC')
Rosbane	(0, 7, 'LOC')
Killaveny	(0, 9, 'LOC')
Lugduff	(0, 7, 'LOC')
Kilcommon Bridge	(0, 16, 'LOC')
Greenhall Bridge	(0, 16, 'LOC')
Fairwood	(0, 8, 'LOC')
Ballyshonog House	(0, 17, 'LOC')
Rosnastraw	(0, 10, 'LOC')
Barnatown House	(0, 15, 'LOC')
Ballythomashill	(0, 15, 'LOC')
Toberpatrick House	(0, 18, 'LOC')
Barrackcroghan	(0, 14, 'LOC')
Slievefoore	(0, 11, 'LOC')
Killahurler	(0, 11, 'LOC')
Mooreshill	(0, 10, 'LOC')
Askinch	(0, 7, 'LOC')
Shirsheen Wood	(0, 14, 'LOC')
Ballykilty House	(0, 16, 'LOC')
Palmtree Cottage	(0, 16, 'LOC')
Bella Byrnes Bridge	(0, 19, 'LOC')
Ballintomboy	(0, 12, 'LOC')
Cooladangan House	(0, 17, 'LOC')
Ballyduff Bridge	(0, 16, 'LOC')
Thomastown House	(0, 16, 'LOC')
Knocknamohill House	(0, 19, 'LOC')
Ballycoog House	(0, 15, 'LOC')
Coats Bridge	(0, 12, 'LOC')
Ballygahan House	(0, 16, 'LOC')
Killacloran	(0, 11, 'LOC')
Three Wells	(0, 11, 'LOC')
Curraghlawn	(0, 11, 'LOC')
Ballinasilloge	(0, 14, 'LOC')
Moneyteige Middle	(0, 17, 'LOC')
Ballykillaneer	(0, 14, 'LOC')
Monaglogh	(0, 9, 'LOC')
Cushbawn	(0, 8, 'LOC')
Mongnacool	(0, 10, 'LOC')
Carty’s Corner	(0, 14, 'LOC')
Cronesallagh House	(0, 18, 'LOC')
Fortfaulkner	(0, 12, 'LOC')
Raheenavine House	(0, 17, 'LOC')
Cooper Sulphur Mines	(0, 20, 'LOC')
Ballymoneen	(0, 11, 'LOC')
Castlemacadam	(0, 13, 'LOC')
