street_name	loc_col
CULLENSWOOD GARDENS	(0, 19, 'LOC')
CULLENSWOOD PARK	(0, 16, 'LOC')
CULLENSWOOD ROAD	(0, 16, 'LOC')
CUMBERLAND COURT	(0, 16, 'LOC')
CUMBERLAND ROAD	(0, 15, 'LOC')
CUMBERLAND STREET NORTH	(0, 23, 'LOC')
CUMBERLAND STREET SOUTH	(0, 23, 'LOC')
CURLEW ROAD	(0, 11, 'LOC')
CURRACLOE DRIVE	(0, 15, 'LOC')
CURVED STREET	(0, 13, 'LOC')
CURZON STREET	(0, 13, 'LOC')
CUSTOM HOUSE QUAY	(0, 17, 'LOC')
CYMRIC ROAD	(0, 11, 'LOC')
D'OLIER STREET	(0, 14, 'LOC')
DALCASSIAN DOWNS	(0, 16, 'LOC')
DALYMOUNT	(0, 9, 'LOC')
DALYMOUNT	(0, 9, 'LOC')
DAME COURT	(0, 10, 'LOC')
DAME LANE	(0, 9, 'LOC')
DAME STREET	(0, 11, 'LOC')
DANE ROAD	(0, 9, 'LOC')
DANESWELL ROAD	(0, 14, 'LOC')
DANIEL STREET	(0, 13, 'LOC')
DANIELI DRIVE	(0, 13, 'LOC')
DANIELI ROAD	(0, 12, 'LOC')
DARGLE ROAD	(0, 11, 'LOC')
DARGLE ROAD	(0, 11, 'LOC')
DARLEY STREET	(0, 13, 'LOC')
DARLEY'S TERRACE	(0, 16, 'LOC')
DARLING ESTATE	(0, 14, 'LOC')
DARNDALE SERVICE ROAD	(0, 21, 'LOC')
DARNDALE ESTATE ROAD NO. 01	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 02	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 03	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 04	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 05	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 06	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 07	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 08	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 09	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 10	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 11	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 12	(0, 27, 'LOC')
DARNDALE ESTATE ROAD NO. 13	(0, 27, 'LOC')
DARTMOUTH LANE	(0, 14, 'LOC')
DARTMOUTH PLACE	(0, 15, 'LOC')
DARTMOUTH ROAD	(0, 14, 'LOC')
DARTMOUTH ROAD	(0, 14, 'LOC')
DARTMOUTH SQUARE EAST	(0, 21, 'LOC')
DARTMOUTH SQUARE NORTH	(0, 22, 'LOC')
DARTMOUTH SQUARE SOUTH	(0, 22, 'LOC')
DARTMOUTH SQUARE WEST	(0, 21, 'LOC')
DARTMOUTH TERRACE	(0, 17, 'LOC')
DARTMOUTH WALK	(0, 14, 'LOC')
DARTRY COTTAGES	(0, 15, 'LOC')
DARTRY PARK	(0, 11, 'LOC')
DARTRY ROAD	(0, 11, 'LOC')
DAVID PARK	(0, 10, 'LOC')
DAVID ROAD	(0, 10, 'LOC')
DAVIS PLACE	(0, 11, 'LOC')
DAVITT ROAD	(0, 11, 'LOC')
DAWSON COURT	(0, 12, 'LOC')
DAWSON LANE	(0, 11, 'LOC')
DAWSON LANE	(0, 11, 'LOC')
DAWSON STREET	(0, 13, 'LOC')
DE BURGH ROAD	(0, 13, 'LOC')
DE COURCY SQUARE	(0, 16, 'LOC')
DE VALERA PLACE	(0, 15, 'LOC')
DEAN STREET	(0, 11, 'LOC')
DEAN SWIFT GREEN	(0, 16, 'LOC')
DEAN SWIFT ROAD	(0, 15, 'LOC')
DEAN SWIFT SQUARE	(0, 17, 'LOC')
DEANSTOWN AVENUE	(0, 16, 'LOC')
DEANSTOWN AVENUE	(0, 16, 'LOC')
DEANSTOWN DRIVE	(0, 15, 'LOC')
DEANSTOWN GREEN	(0, 15, 'LOC')
DEANSTOWN PARK	(0, 14, 'LOC')
DEANSTOWN ROAD	(0, 14, 'LOC')
DECIES ROAD	(0, 11, 'LOC')
DELVILLE ROAD	(0, 13, 'LOC')
DELVIN ROAD	(0, 11, 'LOC')
THE DEMESNE	(0, 11, 'LOC')
THE DEMESNE	(0, 11, 'LOC')
DENMARK STREET GREAT	(0, 20, 'LOC')
DENZILLE LANE	(0, 13, 'LOC')
DERMOT O'HURLEY AVENUE	(0, 22, 'LOC')
DERRAVARAGH ROAD	(0, 16, 'LOC')
DERRY DRIVE	(0, 11, 'LOC')
DERRY PARK	(0, 10, 'LOC')
DERRY ROAD	(0, 10, 'LOC')
DERRYNANE GARDENS	(0, 17, 'LOC')
DERRYNANE PARADE	(0, 16, 'LOC')
DESMOND STREET	(0, 14, 'LOC')
DEVENISH ROAD	(0, 13, 'LOC')
DEVERELL PLACE	(0, 14, 'LOC')
DEVERY'S LANE	(0, 13, 'LOC')
DEVLIN'S PLACE	(0, 14, 'LOC')
DEVOY ROAD	(0, 10, 'LOC')
DIGGES LANE	(0, 11, 'LOC')
DIGGES STREET UPPER	(0, 19, 'LOC')
DILLON PLACE SOUTH	(0, 18, 'LOC')
DINGLE ROAD	(0, 11, 'LOC')
DISTILLERY ROAD	(0, 15, 'LOC')
DODDER TERRACE	(0, 14, 'LOC')
DODDER VIEW COTTAGES	(0, 20, 'LOC')
DOLLYMOUNT AVENUE	(0, 17, 'LOC')
DOLLYMOUNT GROVE	(0, 16, 'LOC')
DOLLYMOUNT PARK	(0, 15, 'LOC')
DOLLYMOUNT RISE	(0, 15, 'LOC')
DOLPHIN AVENUE	(0, 14, 'LOC')
DOLPHIN COURT	(0, 13, 'LOC')
DOLPHIN ROAD	(0, 12, 'LOC')
DOLPHIN ROAD	(0, 12, 'LOC')
DOLPHIN ROAD	(0, 12, 'LOC')
DOLPHINS BARN	(0, 13, 'LOC')
DOLPHINS BARN BRIDGE	(0, 20, 'LOC')
DOLPHINS BARN STREET	(0, 20, 'LOC')
DOMINICK LANE	(0, 13, 'LOC')
DOMINICK LANE	(0, 13, 'LOC')
DOMINICK PLACE	(0, 14, 'LOC')
DOMINICK STREET LOWER	(0, 21, 'LOC')
DOMINICK STREET UPPER	(0, 21, 'LOC')
DONAGHMEDE AVENUE	(0, 17, 'LOC')
DONAGHMEDE DRIVE	(0, 16, 'LOC')
DONAGHMEDE PARK	(0, 15, 'LOC')
DONAGHMEDE ROAD	(0, 15, 'LOC')
DONARD ROAD	(0, 11, 'LOC')
DONNELLAN AVENUE	(0, 16, 'LOC')
DONNYBROOK CASTLE	(0, 17, 'LOC')
DONNYBROOK COURT	(0, 16, 'LOC')
DONNYBROOK CLOSE	(0, 16, 'LOC')
DONNYBROOK MANOR	(0, 16, 'LOC')
DONNYBROOK ROAD	(0, 15, 'LOC')
DONNYCARNEY ROAD	(0, 16, 'LOC')
DONORE AVENUE	(0, 13, 'LOC')
DONORE AVENUE	(0, 13, 'LOC')
DONORE AVENUE	(0, 13, 'LOC')
DONORE AVENUE	(0, 13, 'LOC')
DONORE AVENUE	(0, 13, 'LOC')
DONORE ROAD	(0, 11, 'LOC')
DONORE TERRACE	(0, 14, 'LOC')
DONOVAN LANE	(0, 12, 'LOC')
DOON AVENUE	(0, 11, 'LOC')
DOON COURT	(0, 10, 'LOC')
DORIS STREET	(0, 12, 'LOC')
DORSET LANE	(0, 11, 'LOC')
DORSET PLACE	(0, 12, 'LOC')
DORSET PLACE	(0, 12, 'LOC')
DORSET STREET LOWER	(0, 19, 'LOC')
DORSET STREET UPPER	(0, 19, 'LOC')
DORSET STREET UPPER	(0, 19, 'LOC')
DOWLAND ROAD	(0, 12, 'LOC')
DOWLING'S COURT	(0, 15, 'LOC')
DOWNPATRICK ROAD	(0, 16, 'LOC')
DOWTH AVENUE	(0, 12, 'LOC')
DRAPIER GREEN	(0, 13, 'LOC')
DRAPIER ROAD	(0, 12, 'LOC')
DRAPIER ROAD	(0, 12, 'LOC')
DRIMNAGH ROAD	(0, 13, 'LOC')
DROMARD ROAD	(0, 12, 'LOC')
DROMARD TERRACE	(0, 15, 'LOC')
DROMAWLING ROAD	(0, 15, 'LOC')
DROMBAWN AVENUE	(0, 15, 'LOC')
DROMEEN AVENUE	(0, 14, 'LOC')
DROMLEE CRESCENT	(0, 16, 'LOC')
DROMNANANE PARK	(0, 15, 'LOC')
DROMNANANE ROAD	(0, 15, 'LOC')
DROMORE ROAD	(0, 12, 'LOC')
DRUMALEE AVENUE	(0, 15, 'LOC')
DRUMALEE COURT	(0, 14, 'LOC')
DRUMALEE DRIVE	(0, 14, 'LOC')
DRUMALEE GROVE	(0, 14, 'LOC')
DRUMALEE PARK	(0, 13, 'LOC')
DRUMALEE ROAD	(0, 13, 'LOC')
DRUMCLIFFE DRIVE	(0, 16, 'LOC')
DRUMCLIFFE ROAD	(0, 15, 'LOC')
DRUMCONDRA PARK	(0, 15, 'LOC')
DRUMCONDRA ROAD LOWER	(0, 21, 'LOC')
DRUMCONDRA ROAD LOWER	(0, 21, 'LOC')
DRUMCONDRA ROAD UPPER	(0, 21, 'LOC')
DRUMFINN AVENUE	(0, 15, 'LOC')
DRUMFINN PARK	(0, 13, 'LOC')
DRUMFINN ROAD	(0, 13, 'LOC')
DRUMMOND PLACE	(0, 14, 'LOC')
DRURY STREET	(0, 12, 'LOC')
DUFFERIN AVENUE	(0, 15, 'LOC')
DUKE LANE LOWER	(0, 15, 'LOC')
DUKE LANE UPPER	(0, 15, 'LOC')
DUKE STREET	(0, 11, 'LOC')
DUNARD AVENUE	(0, 13, 'LOC')
DUNARD COURT	(0, 12, 'LOC')
DUNARD DRIVE	(0, 12, 'LOC')
DUNARD PARK	(0, 11, 'LOC')
DUNARD ROAD	(0, 11, 'LOC')
DUNARD WALK	(0, 11, 'LOC')
DUNDANIEL ROAD	(0, 14, 'LOC')
DUNDANIEL ROAD	(0, 14, 'LOC')
DUNDRUM ROAD	(0, 12, 'LOC')
DUNLUCE ROAD	(0, 12, 'LOC')
DUNMANUS COURT	(0, 14, 'LOC')
DUNMANUS ROAD	(0, 13, 'LOC')
DUNNE STREET	(0, 12, 'LOC')
DUNNE STREET	(0, 12, 'LOC')
DUNREE PARK	(0, 11, 'LOC')
DUNSEVERICK ROAD	(0, 16, 'LOC')
DUNSINK AVENUE	(0, 14, 'LOC')
DUNSINK DRIVE	(0, 13, 'LOC')
DUNSINK DRIVE	(0, 13, 'LOC')
DUNSINK DRIVE	(0, 13, 'LOC')
DUNSINK GARDENS	(0, 15, 'LOC')
DUNSINK GREEN	(0, 13, 'LOC')
DUNSINK PARK	(0, 12, 'LOC')
DUNSINK ROAD	(0, 12, 'LOC')
DUNSINK ROAD	(0, 12, 'LOC')
DUNVILLE AVENUE	(0, 15, 'LOC')
DUNVILLE AVENUE	(0, 15, 'LOC')
DURHAM ROAD	(0, 11, 'LOC')
DURHAM ROAD	(0, 11, 'LOC')
DURROW ROAD	(0, 11, 'LOC')
EAGLE HILL AVENUE	(0, 17, 'LOC')
EAGLE PARK	(0, 10, 'LOC')
EARL PLACE	(0, 10, 'LOC')
EARL STREET NORTH	(0, 17, 'LOC')
EARL STREET SOUTH	(0, 17, 'LOC')
EARL STREET SOUTH	(0, 17, 'LOC')
EARLS COURT	(0, 11, 'LOC')
EARLSFORT TERRACE	(0, 17, 'LOC')
EARLSFORT TERRACE	(0, 17, 'LOC')
EAST ROAD	(0, 9, 'LOC')
EAST ROAD	(0, 9, 'LOC')
EAST ROAD	(0, 9, 'LOC')
EAST WALL ROAD	(0, 14, 'LOC')
EASTMORELAND LANE	(0, 17, 'LOC')
EASTMORELAND PLACE	(0, 18, 'LOC')
EASTMORELAND PLACE	(0, 18, 'LOC')
EATON ROAD	(0, 10, 'LOC')
EATON SQUARE	(0, 12, 'LOC')
EBENEZER TERRACE	(0, 16, 'LOC')
EBLANA VILLAS	(0, 13, 'LOC')
ECCLES COURT	(0, 12, 'LOC')
ECCLES PLACE	(0, 12, 'LOC')
ECCLES STREET	(0, 13, 'LOC')
ECHLIN STREET	(0, 13, 'LOC')
EDEN QUAY	(0, 9, 'LOC')
EDEN TERRACE	(0, 12, 'LOC')
EDENMORE AVENUE	(0, 15, 'LOC')
EDENMORE CRESCENT	(0, 17, 'LOC')
EDENMORE DRIVE	(0, 14, 'LOC')
EDENMORE GARDENS	(0, 16, 'LOC')
EDENMORE GREEN	(0, 14, 'LOC')
EDENMORE GREEN	(0, 14, 'LOC')
EDENMORE GROVE	(0, 14, 'LOC')
EDENMORE GROVE	(0, 14, 'LOC')
EDENMORE PARK	(0, 13, 'LOC')
EDENMORE PARK	(0, 13, 'LOC')
EDENVALE ROAD	(0, 13, 'LOC')
EFFRA ROAD	(0, 10, 'LOC')
EGLINTON PARK	(0, 13, 'LOC')
EGLINTON PARK	(0, 13, 'LOC')
EGLINTON ROAD	(0, 13, 'LOC')
EGLINTON SQUARE	(0, 15, 'LOC')
EGLINTON TERRACE	(0, 16, 'LOC')
EGLINTON TERRACE	(0, 16, 'LOC')
EKLAD CLOSE	(0, 11, 'LOC')
EKLAD PARK	(0, 10, 'LOC')
ELGIN ROAD	(0, 10, 'LOC')
ELIZABETH STREET	(0, 16, 'LOC')
ELLENFIELD ROAD	(0, 15, 'LOC')
ELLESMERE AVENUE	(0, 16, 'LOC')
ELLIS QUAY	(0, 10, 'LOC')
ELLIS STREET	(0, 12, 'LOC')
ELM MOUNT AVENUE	(0, 16, 'LOC')
ELM MOUNT CLOSE	(0, 15, 'LOC')
ELM MOUNT COURT	(0, 15, 'LOC')
ELM MOUNT CRESCENT	(0, 18, 'LOC')
ELM MOUNT DRIVE	(0, 15, 'LOC')
ELM MOUNT GROVE	(0, 15, 'LOC')
ELM MOUNT HEIGHTS	(0, 17, 'LOC')
ELM MOUNT LAWN	(0, 14, 'LOC')
ELM MOUNT PARK	(0, 14, 'LOC')
ELM MOUNT RISE	(0, 14, 'LOC')
ELM MOUNT ROAD	(0, 14, 'LOC')
ELM MOUNT VIEW	(0, 14, 'LOC')
ELMPARK AVENUE	(0, 14, 'LOC')
ELM PARK	(0, 8, 'LOC')
ELM PARK TERRACE	(0, 16, 'LOC')
ELM ROAD	(0, 8, 'LOC')
ELMDALE CRESCENT	(0, 16, 'LOC')
ELMDALE DRIVE	(0, 13, 'LOC')
ELMDALE PARK	(0, 12, 'LOC')
ELMFIELD AVENUE	(0, 15, 'LOC')
ELMFIELD CLOSE	(0, 14, 'LOC')
ELMFIELD COURT	(0, 14, 'LOC')
ELMFIELD CRESCENT	(0, 17, 'LOC')
ELMFIELD DRIVE	(0, 14, 'LOC')
ELMFIELD GREEN	(0, 14, 'LOC')
ELMFIELD GROVE	(0, 14, 'LOC')
ELMFIELD LAWN	(0, 13, 'LOC')
ELMFIELD PARK	(0, 13, 'LOC')
ELMFIELD RISE	(0, 13, 'LOC')
ELMFIELD VALE	(0, 13, 'LOC')
ELMFIELD WALK	(0, 13, 'LOC')
ELMFIELD WAY	(0, 12, 'LOC')
ELMWOOD AVENUE LOWER	(0, 20, 'LOC')
ELMWOOD AVENUE UPPER	(0, 20, 'LOC')
ELTON COURT	(0, 11, 'LOC')
ELTON DRIVE	(0, 11, 'LOC')
ELTON PARK	(0, 10, 'LOC')
ELTON WALK	(0, 10, 'LOC')
ELY PLACE	(0, 9, 'LOC')
ELY PLACE	(0, 9, 'LOC')
ELY PLACE UPPER	(0, 15, 'LOC')
EMERALD COTTAGES	(0, 16, 'LOC')
EMERALD PLACE	(0, 13, 'LOC')
EMERALD SQUARE	(0, 14, 'LOC')
EMERALD STREET	(0, 14, 'LOC')
EMERALD TERRACE	(0, 15, 'LOC')
EMMET ROAD	(0, 10, 'LOC')
EMMET ROAD	(0, 10, 'LOC')
EMMET STREET	(0, 12, 'LOC')
EMMET STREET	(0, 12, 'LOC')
EMOR STREET	(0, 11, 'LOC')
EMORVILLE AVENUE	(0, 16, 'LOC')
EMPRESS PLACE	(0, 13, 'LOC')
EMPRESS PLACE	(0, 13, 'LOC')
ENAVILLE AVENUE	(0, 15, 'LOC')
ENAVILLE ROAD	(0, 13, 'LOC')
ENGINE ALLEY	(0, 12, 'LOC')
ENNAFORT AVENUE	(0, 15, 'LOC')
ENNAFORT COURT	(0, 14, 'LOC')
ENNAFORT DRIVE	(0, 14, 'LOC')
ENNAFORT GROVE	(0, 14, 'LOC')
ENNAFORT PARK	(0, 13, 'LOC')
ENNAFORT ROAD	(0, 13, 'LOC')
ENNEL AVENUE	(0, 12, 'LOC')
ENNEL DRIVE	(0, 11, 'LOC')
ENNEL PARK	(0, 10, 'LOC')
ENNIS GROVE	(0, 11, 'LOC')
ENNISKERRY ROAD	(0, 15, 'LOC')
ERNE PLACE	(0, 10, 'LOC')
ERNE PLACE LITTLE	(0, 17, 'LOC')
ERNE PLACE LOWER	(0, 16, 'LOC')
ERNE PLACE LOWER	(0, 16, 'LOC')
ERNE STREET LOWER	(0, 17, 'LOC')
ERNE STREET UPPER	(0, 17, 'LOC')
ERNE TERRACE FRONT	(0, 18, 'LOC')
ERNE TERRACE REAR	(0, 17, 'LOC')
ERRIGAL GARDENS	(0, 15, 'LOC')
ERRIGAL ROAD	(0, 12, 'LOC')
ERRIGAL ROAD	(0, 12, 'LOC')
ERRIS ROAD	(0, 10, 'LOC')
ESMOND AVENUE	(0, 13, 'LOC')
ESPOSITO ROAD	(0, 13, 'LOC')
ESSEX GATE	(0, 10, 'LOC')
ESSEX QUAY	(0, 10, 'LOC')
ESSEX STREET EAST	(0, 17, 'LOC')
ESSEX STREET WEST	(0, 17, 'LOC')
ESTATE AVENUE	(0, 13, 'LOC')
ESTATE COTTAGES	(0, 15, 'LOC')
ESTATE COTTAGES	(0, 15, 'LOC')
ESTATE COTTAGES	(0, 15, 'LOC')
EUGENE STREET	(0, 13, 'LOC')
EUSTACE BRIDGE	(0, 14, 'LOC')
EUSTACE STREET	(0, 14, 'LOC')
EVERTON AVENUE	(0, 14, 'LOC')
EWINGTON LANE	(0, 13, 'LOC')
EXCHANGE COURT	(0, 14, 'LOC')
EXCHANGE STREET LOWER	(0, 21, 'LOC')
EXCHANGE STREET LOWER	(0, 21, 'LOC')
EXCHANGE STREET UPPER	(0, 21, 'LOC')
EXCHEQUER STREET	(0, 16, 'LOC')
FADE STREET	(0, 11, 'LOC')
FAIRFIELD AVENUE	(0, 16, 'LOC')
FAIRFIELD AVENUE	(0, 16, 'LOC')
FAIRFIELD PARK	(0, 14, 'LOC')
FAIRFIELD PARK	(0, 14, 'LOC')
FAIRFIELD ROAD	(0, 14, 'LOC')
FAIRLAWN PARK	(0, 13, 'LOC')
FAIRLAWN ROAD	(0, 13, 'LOC')
FAIRVIEW	(0, 8, 'LOC')
FAIRVIEW AVENUE LOWER	(0, 21, 'LOC')
FAIRVIEW AVENUE UPPER	(0, 21, 'LOC')
FAIRVIEW GREEN	(0, 14, 'LOC')
FAIRVIEW PASSAGE	(0, 16, 'LOC')
FAIRVIEW STRAND	(0, 15, 'LOC')
FAIRVIEW TERRACE	(0, 16, 'LOC')
FAITH AVENUE	(0, 12, 'LOC')
FALCARRAGH ROAD	(0, 15, 'LOC')
FARNEY PARK	(0, 11, 'LOC')
FARNHAM CRESCENT	(0, 16, 'LOC')
FARNHAM DRIVE	(0, 13, 'LOC')
FARNHAM DRIVE	(0, 13, 'LOC')
FARRELL'S LANE	(0, 14, 'LOC')
FATHER KITT COURT	(0, 17, 'LOC')
FATHER MATTHEW SQUARE	(0, 21, 'LOC')
FAUGHART ROAD	(0, 13, 'LOC')
FAUSSAGH AVENUE	(0, 15, 'LOC')
FAUSSAGH AVENUE	(0, 15, 'LOC')
FAUSSAGH ROAD	(0, 13, 'LOC')
FENIAN STREET	(0, 13, 'LOC')
FERGUS ROAD	(0, 11, 'LOC')
FERGUSON ROAD	(0, 13, 'LOC')
FERGUSON ROAD	(0, 13, 'LOC')
FERNDALE AVENUE	(0, 15, 'LOC')
FERNDALE ROAD	(0, 13, 'LOC')
FERNS ROAD	(0, 10, 'LOC')
FERNVALE DRIVE	(0, 14, 'LOC')
FERRARD ROAD	(0, 12, 'LOC')
FERRYCARRIG AVENUE	(0, 18, 'LOC')
FERRYCARRIG DRIVE	(0, 17, 'LOC')
FERRYCARRIG GREEN	(0, 17, 'LOC')
FERRYCARRIG PARK	(0, 16, 'LOC')
FERRYCARRIG ROAD	(0, 16, 'LOC')
FERRYMANS CROSSING	(0, 18, 'LOC')
FERTULLAGH ROAD	(0, 15, 'LOC')
FIELD AVENUE	(0, 12, 'LOC')
RIALTO COTTAGES-FIFTH AVENUE	(0, 28, 'LOC')
FINDLATER PLACE	(0, 15, 'LOC')
FINDLATER STREET	(0, 16, 'LOC')
FINGAL PLACE	(0, 12, 'LOC')
FINGAL STREET	(0, 13, 'LOC')
FINGLAS PARK	(0, 12, 'LOC')
FINGLAS PLACE	(0, 13, 'LOC')
FINGLAS PLACE	(0, 13, 'LOC')
FINGLAS ROAD	(0, 12, 'LOC')
FINGLASWOOD ROAD	(0, 16, 'LOC')
FINGLASWOOD ROAD	(0, 16, 'LOC')
FINN STREET	(0, 11, 'LOC')
FIRST AVENUE	(0, 12, 'LOC')
FIRST AVENUE	(0, 12, 'LOC')
FISHAMBLE STREET	(0, 16, 'LOC')
FITZGERALD STREET	(0, 17, 'LOC')
FITZGIBBON LANE	(0, 15, 'LOC')
FITZGIBBON STREET	(0, 17, 'LOC')
FITZMAURICE ROAD	(0, 16, 'LOC')
FITZPATRICK'S COTTAGES	(0, 22, 'LOC')
FITZROY AVENUE	(0, 14, 'LOC')
FITZWILLIAM COURT	(0, 17, 'LOC')
FITZWILLIAM LANE	(0, 16, 'LOC')
FITZWILLIAM PLACE	(0, 17, 'LOC')
LITTLE FITZWILLIAM PLACE	(0, 24, 'LOC')
FITZWILLIAM PLACE NORTH	(0, 23, 'LOC')
FITZWILLIAM QUAY	(0, 16, 'LOC')
FITZWILLIAM QUAY	(0, 16, 'LOC')
FITZWILLIAM SQUARE EAST	(0, 23, 'LOC')
FITZWILLIAM SQUARE NORTH	(0, 24, 'LOC')
FITZWILLIAM SQUARE SOUTH	(0, 24, 'LOC')
FITZWILLIAM SQUARE WEST	(0, 23, 'LOC')
FITZWILLIAM STREET	(0, 18, 'LOC')
FITZWILLIAM STREET	(0, 18, 'LOC')
FITZWILLIAM STREET LOWER	(0, 24, 'LOC')
FITZWILLIAM STREET UPPER	(0, 24, 'LOC')
FLEET STREET	(0, 12, 'LOC')
FLEET STREET	(0, 12, 'LOC')
FLEMING PLACE	(0, 13, 'LOC')
FLEMING ROAD	(0, 12, 'LOC')
FLORENCE STREET	(0, 15, 'LOC')
FOLEY STREET	(0, 12, 'LOC')
FONTENOY STREET	(0, 15, 'LOC')
FORBES LANE	(0, 11, 'LOC')
FORBES STREET	(0, 13, 'LOC')
FORTESCUE LANE	(0, 14, 'LOC')
FORTFIELD GARDENS	(0, 17, 'LOC')
FORTFIELD ROAD	(0, 14, 'LOC')
FORTFIELD ROAD	(0, 14, 'LOC')
FORTFIELD TERRACE	(0, 17, 'LOC')
FORTFIELD TERRACE	(0, 17, 'LOC')
FORTH ROAD	(0, 10, 'LOC')
FORTVIEW AVENUE	(0, 15, 'LOC')
FOSTER PLACE NORTH	(0, 18, 'LOC')
FOSTER PLACE	(0, 12, 'LOC')
FOSTER TERRACE	(0, 14, 'LOC')
FOUNTAIN PLACE	(0, 14, 'LOC')
RIALTO COTTAGES-FOURTH AVENUE	(0, 29, 'LOC')
FOURTH AVENUE	(0, 13, 'LOC')
FOWNES STREET LOWER	(0, 19, 'LOC')
FOWNES STREET UPPER	(0, 19, 'LOC')
FOWNES STREET UPPER	(0, 19, 'LOC')
FOX'S LANE	(0, 10, 'LOC')
FOXFIELD AVENUE	(0, 15, 'LOC')
FOXFIELD CRESCENT	(0, 17, 'LOC')
FOXFIELD DRIVE	(0, 14, 'LOC')
FOXFIELD GREEN	(0, 14, 'LOC')
FOXFIELD GROVE	(0, 14, 'LOC')
FOXFIELD HEIGHTS	(0, 16, 'LOC')
FOXFIELD LAWN	(0, 13, 'LOC')
FOXFIELD PARK	(0, 13, 'LOC')
FOXFIELD ROAD	(0, 13, 'LOC')
FOXFIELD SAINT JOHN	(0, 19, 'LOC')
FOXHILL AVENUE	(0, 14, 'LOC')
FOXHILL CLOSE	(0, 13, 'LOC')
FOXHILL COURT	(0, 13, 'LOC')
FOXHILL CRESCENT	(0, 16, 'LOC')
FOXHILL DRIVE	(0, 13, 'LOC')
FOXHILL GREEN	(0, 13, 'LOC')
FOXHILL GROVE	(0, 13, 'LOC')
FOXHILL LAWN	(0, 12, 'LOC')
FOXHILL PARK	(0, 12, 'LOC')
FOXHILL WAY	(0, 11, 'LOC')
FOYLE ROAD	(0, 10, 'LOC')
FRANCIS STREET	(0, 14, 'LOC')
FRANK SHERWIN BRIDGE	(0, 20, 'LOC')
FRANKFORT AVENUE	(0, 16, 'LOC')
FRANKFORT COTTAGES	(0, 18, 'LOC')
FREDERICK COURT	(0, 15, 'LOC')
FREDERICK LANE NORTH	(0, 20, 'LOC')
FREDERICK STREET NORTH	(0, 22, 'LOC')
FREDERICK STREET SOUTH	(0, 22, 'LOC')
FREDERICK WALK	(0, 14, 'LOC')
FRENCHMAN'S LANE	(0, 16, 'LOC')
FRIARY AVENUE	(0, 13, 'LOC')
FRIARY GROVE	(0, 12, 'LOC')
FUMBALLY LANE	(0, 13, 'LOC')
FURRY PARK ROAD	(0, 15, 'LOC')
GAELIC STREET	(0, 13, 'LOC')
CHERRY ORCHARD PARADE	(0, 21, 'LOC')
CHERRY ORCHARD PARK	(0, 19, 'LOC')
GALLANSTOWN LANE	(0, 16, 'LOC')
CHERRY ORCHARD PARADE	(0, 21, 'LOC')
CHERRY ORCHARD WAY	(0, 18, 'LOC')
GALLAUN ROAD	(0, 12, 'LOC')
GALMOY ROAD	(0, 11, 'LOC')
GALTYMORE CLOSE	(0, 15, 'LOC')
GALTYMORE DRIVE	(0, 15, 'LOC')
GALTYMORE PARK	(0, 14, 'LOC')
GALTYMORE ROAD	(0, 14, 'LOC')
GALTYMORE ROAD	(0, 14, 'LOC')
GALTYMORE ROAD	(0, 14, 'LOC')
GANDON CLOSE	(0, 12, 'LOC')
GARDEN LANE	(0, 11, 'LOC')
GARDEN LANE	(0, 11, 'LOC')
GARDEN LANE	(0, 11, 'LOC')
GARDEN TERRACE	(0, 14, 'LOC')
GARDEN VIEW	(0, 11, 'LOC')
GARDINER LANE	(0, 13, 'LOC')
GARDINER PLACE	(0, 14, 'LOC')
GARDINER ROW	(0, 12, 'LOC')
GARDINER STREET LOWER	(0, 21, 'LOC')
GARDINER STREET MIDDLE	(0, 22, 'LOC')
GARDINER STREET UPPER	(0, 21, 'LOC')
GARRYNURE	(0, 9, 'LOC')
GARRYOWEN ROAD	(0, 14, 'LOC')
GARTAN AVENUE	(0, 13, 'LOC')
GARTER COURT	(0, 12, 'LOC')
GARVILLE AVENUE	(0, 15, 'LOC')
GARVILLE AVENUE UPPER	(0, 21, 'LOC')
GARVILLE DRIVE	(0, 14, 'LOC')
GARVILLE PLACE	(0, 14, 'LOC')
GARVILLE ROAD	(0, 13, 'LOC')
GEOFFREY KEATING ROAD	(0, 21, 'LOC')
GEORGE'S HILL	(0, 13, 'LOC')
GEORGE'S LANE	(0, 13, 'LOC')
GEORGE'S PLACE	(0, 14, 'LOC')
GEORGE'S QUAY	(0, 13, 'LOC')
GEORGE'S ROAD	(0, 13, 'LOC')
NORTH GREAT GEORGE'S STREET	(0, 27, 'LOC')
GEORGE'S STREET GREAT SOUTH	(0, 27, 'LOC')
GEORGES WHARF	(0, 13, 'LOC')
GERALD STREET	(0, 13, 'LOC')
